;id_turma;codigo_turma;id_componente;codigo;nome;siape;ch_dedicada_periodo;ano;periodo;descricao_horario;situacao_turma;capacidade_aluno;total_solicitacoes
413;57730313;03;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;2060541.0;60;2023;2;24T34 (14/08/2023 - 23/12/2023);EXCLUÍDA;40.0;12.0
414;57730314;04;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;2060541.0;60;2023;2;35N34 (14/08/2023 - 23/12/2023);CONSOLIDADA;40.0;59.0
415;57730315;05;52666;IMD0036;SISTEMAS OPERACIONAIS;1424103.0;60;2023;2;6N1234 (14/08/2023 - 23/12/2023);CONSOLIDADA;40.0;39.0
416;57730316;06;52666;IMD0036;SISTEMAS OPERACIONAIS;1424103.0;60;2023;2;7M3456 (14/08/2023 - 23/12/2023);CONSOLIDADA;49.0;49.0
417;57730605;05;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;2060541.0;60;2023;2;24T56 (14/08/2023 - 23/12/2023);CONSOLIDADA;40.0;
418;57730606;02;76135;IMD1320;PROCESSO CRIATIVO;2885481.0;60;2023;2;35N12 (14/08/2023 - 23/12/2023);CONSOLIDADA;41.0;
419;57730744;01;69662;DIM0131;SISTEMAS OPERACIONAIS;;60;2023;2;35M34 (14/08/2023 - 23/12/2023);EXCLUÍDA;1.0;0.0
420;57730805;01;64731;DIM0116;LINGUAGEM DE PROGRAMAÇÃO II;3263275.0;60;2023;2;356T56 (28/08/2023 - 31/10/2023),  35T56 (01/11/2023 - 23/12/2023);CONSOLIDADA;30.0;
421;57731051;01;72272;IMD1202;O MUNDO DA TECNOLOGIAS DA INFORMAÇÃO: ONTEM, HOJE E AMANHÃ;2140866.0;30;2023;2;5N12 (14/08/2023 - 23/12/2023);CONSOLIDADA;10.0;
422;57736513;01;2054922;DIM0518;PLANEJAMENTO E GERENCIAMENTO DE PROJETOS;3385044.0;18;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;55.0;62.0
423;57736513;01;2054922;DIM0518;PLANEJAMENTO E GERENCIAMENTO DE PROJETOS;3293042.0;5;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;55.0;62.0
424;57736513;01;2054922;DIM0518;PLANEJAMENTO E GERENCIAMENTO DE PROJETOS;1053116.0;37;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;55.0;62.0
425;57736516;01;76371;DIM0151;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;1363515.0;90;2024;1;246M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;37.0;15.0
426;57736517;01;76370;DIM0152;MATEMÁTICA PARA A COMPUTAÇÃO I;2645969.0;60;2024;1;35M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;39.0;8.0
427;57736819;01;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;3385044.0;60;2024;1;35T34;CONSOLIDADA;50.0;5.0
428;57736863;02;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;1151874.0;60;2024;1;35M34;CONSOLIDADA;57.0;21.0
429;57736864;03;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;1151874.0;60;2024;1;35T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;55.0;9.0
430;57736867;04;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;1151874.0;60;2024;1;35M56;CONSOLIDADA;55.0;6.0
431;57736871;05;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;2177445.0;60;2024;1;35M56;CONSOLIDADA;40.0;8.0
432;57736872;06;25247;DIM0320;ALGORITMO E PROGRAMACAO DE COMPUTADORES;3363765.0;60;2024;1;35T56;CONSOLIDADA;40.0;14.0
433;57736874;01;23499;DIM0040;CALCULO NUMERICO;3392933.0;90;2024;1;246M12;CONSOLIDADA;40.0;15.0
434;57736959;01;52972;DIM0601;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO III;3392933.0;90;2024;1;246M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;25.0;9.0
435;57736998;01;76376;DIM0157;INTRODUÇÃO À LÓGICA;1345816.0;60;2024;1;24M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;30.0;19.0
436;57737022;01;66368;DIM0123;PENSAMENTO COMPUTACIONAL;1671962.0;60;2024;1;35T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;14.0
437;57737028;01;69635;DIM0128;CIRCUITOS LÓGICOS;6350797.0;60;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;30.0;30.0
438;57737041;01;69636;DIM0129;ORGANIZAÇÃO DE COMPUTADORES;1694485.0;15;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;25.0;16.0
439;57737041;01;69636;DIM0129;ORGANIZAÇÃO DE COMPUTADORES;1882699.0;45;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;25.0;16.0
440;57737046;01;76372;DIM0154;MÉTODOS DE ESTUDO NO ENSINO SUPERIOR;1882699.0;5;2024;1;6M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;35.0;1.0
441;57737046;01;76372;DIM0154;MÉTODOS DE ESTUDO NO ENSINO SUPERIOR;1988053.0;25;2024;1;6M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;35.0;1.0
442;57737060;01;76380;DIM0161;SEMINÁRIOS DE COMPUTAÇÃO E ORIENTAÇÃO CURRICULAR;1988053.0;30;2024;1;6M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;30.0;31.0
443;57737063;01;23558;DIM0404;CALCULO NUMERICO PARA CIENCIA DA COMPUTACAO;3288217.0;60;2024;1;24M12;CONSOLIDADA;25.0;7.0
444;57737141;01;55019;IMD0017;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;2981295.0;30;2024;1;3M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;1.0
445;57737143;02;55019;IMD0017;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;2981295.0;30;2024;1;3M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;2.0
446;57737192;01;2040950;DIM0451;COMPUTAÇÃO GRÁFICA I;2497950.0;60;2024;1;35M12;CONSOLIDADA;20.0;10.0
447;57737195;01;2054952;DIM0536;TÓPICOS ESPECIAIS EM ENGENHARIA DE SOFTWARE VI;1363515.0;60;2024;1;24M56;CONSOLIDADA;40.0;54.0
448;57737196;03;55019;IMD0017;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;2916579.0;30;2024;1;5T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;2.0
449;57737197;01;21790;DIM0438;REDES DE COMPUTADORES;1699087.0;60;2024;1;24M34;CONSOLIDADA;40.0;3.0
450;57737198;04;55019;IMD0017;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;2981295.0;30;2024;1;4N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;70.0;10.0
451;57737199;01;55372;DIM0616;SISTEMAS EMBARCADOS;6350797.0;60;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;30.0;3.0
452;57737214;01;64732;DIM0117;ESTRUTURAS DE DADOS BÁSICAS II;1201268.0;30;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;48.0
453;57737214;01;64732;DIM0117;ESTRUTURAS DE DADOS BÁSICAS II;2859606.0;30;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;48.0
454;57737245;02;64732;DIM0117;ESTRUTURAS DE DADOS BÁSICAS II;3405324.0;60;2024;1;35N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;30.0;36.0
455;57737278;03;64732;DIM0117;ESTRUTURAS DE DADOS BÁSICAS II;2170415.0;60;2024;1;35T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;42.0;76.0
456;57737280;04;64732;DIM0117;ESTRUTURAS DE DADOS BÁSICAS II;2170415.0;60;2024;1;35N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;42.0;66.0
457;57737356;01;64731;DIM0116;LINGUAGEM DE PROGRAMAÇÃO II;1775264.0;60;2024;1;35N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;31.0;45.0
458;57737358;02;64731;DIM0116;LINGUAGEM DE PROGRAMAÇÃO II;3331970.0;60;2024;1;35N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;42.0;76.0
459;57737368;03;64731;DIM0116;LINGUAGEM DE PROGRAMAÇÃO II;3385044.0;60;2024;1;35M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;31.0
460;57737370;04;64731;DIM0116;LINGUAGEM DE PROGRAMAÇÃO II;4351681.0;60;2024;1;24T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;26.0
461;57737402;01;55371;DIM0614;PROGRAMAÇÃO DISTRIBUÍDA;2510306.0;60;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;53.0
462;57737453;05;55019;IMD0017;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;2916579.0;30;2024;1;5T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;5.0
463;57737455;06;55019;IMD0017;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS I;2981295.0;30;2024;1;4N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;69.0;3.0
464;57737456;01;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;1066675.0;30;2024;1;6M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;64.0;12.0
465;57737457;02;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;1066675.0;30;2024;1;6M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;13.0
466;57737458;03;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;1066675.0;30;2024;1;6T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;16.0
467;57737459;04;55020;IMD0018;PRÁTICAS DE LEITURA EM INGLÊS;1066675.0;30;2024;1;6T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;27.0
468;57737460;01;66374;DIM0125;BANCO DE DADOS;1639701.0;90;2024;1;24T34 6T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;54.0
469;57737461;01;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;30;2024;1;6M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;2.0
470;57737462;02;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;30;2024;1;6M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;3.0
471;57737463;01;76384;DIM0165;PROGRAMAÇÃO FUNCIONAL;1221251.0;60;2024;1;24M34 (26/02/2024 - 06/07/2024);EXCLUÍDA;20.0;0.0
472;57737464;03;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;30;2024;1;6T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;
473;57737465;04;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;30;2024;1;6T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;6.0
474;57737466;05;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2178446.0;30;2024;1;2N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;69.0;6.0
475;57737467;06;55082;IMD0020;TECNOLOGIA DA INFORMAÇÃO E SOCIEDADE;2164809.0;30;2024;1;6N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;69.0;3.0
476;57737468;01;66441;IMD1001;MATEMÁTICA ELEMENTAR;3338879.0;60;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;68.0;55.0
477;57737469;02;66441;IMD1001;MATEMÁTICA ELEMENTAR;3338879.0;60;2024;1;35N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;77.0;70.0
478;57737470;01;21764;DIM0410;TREINAMENTO PARA COMPETICOES DE PROGRAMACAO;2929823.0;60;2024;1;24T12;CONSOLIDADA;30.0;34.0
479;57737471;03;66441;IMD1001;MATEMÁTICA ELEMENTAR;3338879.0;60;2024;1;35N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;70.0;31.0
480;57737472;01;77889;DIM0446;APRENDIZADO PROFUNDO;3288217.0;60;2024;1;24T12 (26/02/2024 - 06/07/2024);EXCLUÍDA;25.0;0.0
481;57737473;04;66441;IMD1001;MATEMÁTICA ELEMENTAR;1495851.0;60;2024;1;24M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;66.0;37.0
482;57737474;01;2054921;DIM0517;GERÊNCIA DE CONFIGURAÇÃO E MUDANÇAS;1802737.0;60;2024;1;24T12;CONSOLIDADA;40.0;49.0
483;57737475;05;66441;IMD1001;MATEMÁTICA ELEMENTAR;4857233.0;60;2024;1;24M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;64.0;21.0
484;57737476;01;2054919;DIM0516;MÉTODOS FORMAIS DE ENGENHARIA DE SOFTWARE;1639701.0;60;2024;1;24T56;CONSOLIDADA;40.0;20.0
485;57737477;06;66441;IMD1001;MATEMÁTICA ELEMENTAR;4857233.0;60;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;65.0;30.0
486;57737478;01;52867;DIM0546;DESENVOLVIMENTO DE SISTEMAS WEB I;1149392.0;60;2024;1;35T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;89.0
487;57737479;01;52813;DIM0548;ENGENHARIA DE LINGUAGENS;1495704.0;60;2024;1;35T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;23.0
488;57737480;01;66436;IMD1002;ANÁLISE COMBINATÓRIA;2042579.0;30;2024;1;5M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;65.0;22.0
489;57737481;01;2054920;DIM0590;PROPOSTA DE TRABALHO DE CONCLUSÃO DE CURSO;1213777.0;30;2024;1;3M56;CONSOLIDADA;25.0;5.0
490;57737482;02;66436;IMD1002;ANÁLISE COMBINATÓRIA;2042579.0;30;2024;1;5M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;8.0
491;57737483;03;66436;IMD1002;ANÁLISE COMBINATÓRIA;2042579.0;30;2024;1;3T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;22.0
492;57737484;04;66436;IMD1002;ANÁLISE COMBINATÓRIA;2989758.0;30;2024;1;2T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;15.0
493;57737485;05;66436;IMD1002;ANÁLISE COMBINATÓRIA;2989758.0;30;2024;1;5N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;70.0;33.0
494;57737486;06;66436;IMD1002;ANÁLISE COMBINATÓRIA;2989758.0;30;2024;1;5N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;71.0;17.0
495;57737487;01;66438;IMD1003;GEOMETRIA EUCLIDIANA;2645969.0;30;2024;1;3M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;51.0
496;57737488;02;66438;IMD1003;GEOMETRIA EUCLIDIANA;2645969.0;30;2024;1;3M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;64.0;12.0
497;57737489;01;2054914;DIM0511;ENGENHARIA DE REQUISITOS;1754430.0;60;2024;1;24T34;CONSOLIDADA;40.0;13.0
498;57737490;01;2054913;DIM0510;PROCESSOS DE SOFTWARE;1961108.0;60;2024;1;35T12;CONSOLIDADA;40.0;34.0
499;57737491;01;69698;DIM0138;PROJETO DETALHADO DE SOFTWARE;1644456.0;60;2024;1;35T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;66.0
500;57737492;01;2054911;DIM0507;TESTE DE SOFTWARE I;1709820.0;60;2024;1;24T12;CONSOLIDADA;43.0;78.0
501;57737493;01;2054906;DIM0504;ANÁLISE E PROJETO ORIENTADO A OBJETOS;1754430.0;60;2024;1;24M34;CONSOLIDADA;40.0;28.0
502;57737496;03;66438;IMD1003;GEOMETRIA EUCLIDIANA;4857233.0;30;2024;1;5T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;64.0;21.0
503;57737497;04;66438;IMD1003;GEOMETRIA EUCLIDIANA;4857233.0;30;2024;1;3T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;67.0;38.0
504;57737498;05;66438;IMD1003;GEOMETRIA EUCLIDIANA;1495851.0;30;2024;1;3N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;70.0;58.0
505;57737499;01;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;2989758.0;90;2024;1;246T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;67.0
506;57737500;01;55021;IMD0027;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;30;2024;1;3M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;30.0
507;57737501;02;55021;IMD0027;PRÁTICAS DE LEITURA E ESCRITA EM PORTUGUÊS II;2916579.0;30;2024;1;3N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;28.0
508;57737502;01;72712;IMD1113;PROBABILIDADE E INFERÊNCIA;3063244.0;60;2024;1;24M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;70.0;74.0
509;57737503;06;66438;IMD1003;GEOMETRIA EUCLIDIANA;1265148.0;30;2024;1;3N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;72.0;29.0
510;57737504;01;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;3884005.0;90;2024;1;246T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;65.0;131.0
511;57737505;02;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;3405324.0;60;2024;1;246N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;91.0
512;57737505;02;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;3884005.0;30;2024;1;246N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;91.0
513;57737506;03;55022;IMD0028;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO I;1495851.0;90;2024;1;246N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;46.0
514;57737507;01;55025;IMD0038;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO II;2278403.0;90;2024;1;246T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;22.0
515;57737508;02;55025;IMD0038;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO II;3331260.0;90;2024;1;246N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;88.0
516;57737509;03;55025;IMD0038;FUNDAMENTOS MATEMÁTICOS DA COMPUTAÇÃO II;3331260.0;90;2024;1;246N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;61.0;66.0
517;57737517;02;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;2042579.0;90;2024;1;246M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;45.0
518;57737675;01;21783;DIM0437;LINGUAGENS DE PROGRAMACAO: CONCEITOS E PARADIGMAS;1495704.0;60;2024;1;35M56;CONSOLIDADA;40.0;14.0
519;57737679;01;52975;DIM0610;LÓGICA COMPUTACIONAL;2645969.0;60;2024;1;24M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;20.0;14.0
520;57737724;01;76375;DIM0156;INTRODUÇÃO À ANÁLISE DE ALGORITMOS;1988053.0;60;2024;1;24M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;25.0;13.0
521;57737729;01;52866;DIM0549;GRAFOS;2859606.0;30;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;38.0
522;57737729;01;52866;DIM0549;GRAFOS;1201268.0;30;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;38.0
523;57737738;01;40134;DIM0443;INTERACAO HUMANO-COMPUTADOR;1356585.0;60;2024;1;35M56;CONSOLIDADA;30.0;2.0
524;57737747;01;2054917;DIM0514;ARQUITETURA DE SOFTWARE;1213777.0;30;2024;1;24M56;CONSOLIDADA;40.0;10.0
525;57737747;01;2054917;DIM0514;ARQUITETURA DE SOFTWARE;1149392.0;30;2024;1;24M56;CONSOLIDADA;40.0;10.0
526;57737843;01;66440;IMD1004;PENSAMENTO COMPUTACIONAL;2978747.0;60;2024;1;24M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;6.0
527;57737845;02;66440;IMD1004;PENSAMENTO COMPUTACIONAL;1669545.0;60;2024;1;24M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;44.0;6.0
528;57737847;03;66440;IMD1004;PENSAMENTO COMPUTACIONAL;2149456.0;60;2024;1;24M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;4.0
529;57737852;01;69696;IMD0718;FORENSE COMPUTACIONAL;1874895.0;60;2024;1;35N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;45.0;130.0
530;57737854;04;66440;IMD1004;PENSAMENTO COMPUTACIONAL;2245086.0;60;2024;1;35T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;44.0;14.0
531;57737855;05;66440;IMD1004;PENSAMENTO COMPUTACIONAL;3385794.0;40;2024;1;24N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;17.0
532;57737855;05;66440;IMD1004;PENSAMENTO COMPUTACIONAL;3229319.0;20;2024;1;24N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;17.0
533;57737856;06;66440;IMD1004;PENSAMENTO COMPUTACIONAL;1424103.0;40;2024;1;24N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;50.0;19.0
534;57737856;06;66440;IMD1004;PENSAMENTO COMPUTACIONAL;3229319.0;20;2024;1;24N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;50.0;19.0
535;57737857;02;72712;IMD1113;PROBABILIDADE E INFERÊNCIA;1362181.0;60;2024;1;2N1234 (26/02/2024 - 06/07/2024);CONSOLIDADA;62.0;50.0
536;57737858;07;66440;IMD1004;PENSAMENTO COMPUTACIONAL;1424103.0;60;2024;1;26N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;55.0;8.0
537;57737863;08;66440;IMD1004;PENSAMENTO COMPUTACIONAL;3385794.0;60;2024;1;24T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;9.0
538;57737864;09;66440;IMD1004;PENSAMENTO COMPUTACIONAL;1671962.0;60;2024;1;35T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;7.0
539;57737877;04;52662;IMD0024;CÁLCULO DIFERENCIAL E INTEGRAL I;1265148.0;90;2024;1;246N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;60.0;14.0
540;57737879;01;72711;IMD1112;ÉTICA E DADOS;1350250.0;60;2024;1;35T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;30.0;112.0
541;57737880;01;66444;IMD1012;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;1013173.0;90;2024;1;246M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;41.0;42.0
542;57737882;02;66444;IMD1012;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;2278573.0;90;2024;1;246N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;42.0;46.0
543;57737883;03;66444;IMD1012;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;2060541.0;90;2024;1;246N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;33.0
544;57737890;04;66444;IMD1012;INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO;2143852.0;90;2024;1;246M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;17.0
545;57737892;01;55023;IMD0029;ESTRUTURA DE DADOS BÁSICAS I;3385794.0;60;2024;1;35M12 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;25.0
546;57737906;02;55023;IMD0029;ESTRUTURA DE DADOS BÁSICAS I;3083298.0;60;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;46.0
547;57737907;03;55023;IMD0029;ESTRUTURA DE DADOS BÁSICAS I;2274774.0;60;2024;1;35T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;36.0
548;57737908;01;2054904;DIM0501;BOAS PRÁTICAS DE PROGRAMAÇÃO;3385044.0;30;2024;1;6T12;CONSOLIDADA;40.0;59.0
549;57737909;04;55023;IMD0029;ESTRUTURA DE DADOS BÁSICAS I;2276280.0;60;2024;1;35T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;69.0;94.0
550;57737910;05;55023;IMD0029;ESTRUTURA DE DADOS BÁSICAS I;3405324.0;60;2024;1;35N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;56.0
551;57737911;06;55023;IMD0029;ESTRUTURA DE DADOS BÁSICAS I;5687943.0;60;2024;1;35N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;53.0
552;57737912;01;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;1054235.0;60;2024;1;35N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;60.0
553;57737914;02;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;1721835.0;60;2024;1;35N34 (26/02/2024 - 06/07/2024);CONSOLIDADA;42.0;49.0
554;57737918;03;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;1969071.0;60;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;44.0;86.0
555;57737920;04;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;3385794.0;60;2024;1;35T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;43.0;55.0
556;57737922;05;55024;IMD0030;LINGUAGEM DE PROGRAMAÇÃO I;1969071.0;60;2024;1;35T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;42.0;85.0
557;57737926;01;66437;IMD0121;ARQUITETURA DE COMPUTADORES;1694485.0;15;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;52.0;55.0
558;57737926;01;66437;IMD0121;ARQUITETURA DE COMPUTADORES;1882699.0;45;2024;1;35M56 (26/02/2024 - 06/07/2024);CONSOLIDADA;52.0;55.0
559;57737927;02;66437;IMD0121;ARQUITETURA DE COMPUTADORES;2140727.0;60;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;50.0;74.0
560;57737928;03;66437;IMD0121;ARQUITETURA DE COMPUTADORES;2140727.0;60;2024;1;24T56 (26/02/2024 - 06/07/2024);CONSOLIDADA;52.0;81.0
561;57737930;04;66437;IMD0121;ARQUITETURA DE COMPUTADORES;5687943.0;40;2024;1;24N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;50.0;70.0
562;57737930;04;66437;IMD0121;ARQUITETURA DE COMPUTADORES;3139050.0;20;2024;1;24N12 (26/02/2024 - 06/07/2024);CONSOLIDADA;50.0;70.0
563;57737944;01;76395;DIM0176;PROGRAMAÇÃO I;2497950.0;60;2024;1;35M34 (26/02/2024 - 06/07/2024);CONSOLIDADA;40.0;39.0
564;57737965;01;55028;IMD0043;REDES DE COMPUTADORES;2060541.0;60;2024;1;35T12 (26/02/2024 - 06/07/2024);CONSOLIDADA;54.0;78.0
565;57737966;01;76386;DIM0167;ESTRUTURAS ALGÉBRICAS;2278403.0;60;2024;1;24T34 (26/02/2024 - 06/07/2024);CONSOLIDADA;63.0;13.0
