RegionName,CountryName,Year,SuicideCount,Population,GDP,InflationRate,EmploymentPopulationRatio
Asia,Kyrgyzstan,1996,482.0,4628400.0,1827570586.0,31.94733772,73.268
Asia,Kyrgyzstan,1997,496.0,4696400.0,1767864036.0,23.43542785,72.552
Asia,Kyrgyzstan,1998,512.0,4769000.0,1645963750.0,10.45738258,72.439
Asia,Kyrgyzstan,1999,559.0,4840400.0,1249061487.0,37.03092584,72.192
Asia,Kyrgyzstan,2000,512.0,4898400.0,1369688498.0,18.70073428,71.781
Asia,Kyrgyzstan,2001,562.0,4945100.0,1525116370.0,6.919679894,71.374
Asia,Kyrgyzstan,2002,568.0,4990700.0,1605643105.0,2.134209863,71.373
Asia,Kyrgyzstan,2003,480.0,5043300.0,1919008090.0,2.974612952,70.852
Asia,Kyrgyzstan,2004,440.0,5104700.0,2211534585.0,4.110650847,70.354
Asia,Kyrgyzstan,2005,470.0,5162600.0,2460246766.0,4.338673918,70.383
Asia,Kyrgyzstan,2006,465.0,5218400.0,2834168889.0,5.552123332,70.157
Asia,Kyrgyzstan,2007,485.0,5268400.0,3802570553.0,10.23010327,69.548
Asia,Kyrgyzstan,2008,473.0,5318700.0,5139958909.0,24.52010242,68.975
Asia,Kyrgyzstan,2009,458.0,5383300.0,4690061381.0,6.836562481,68.789
Asia,Kyrgyzstan,2010,500.0,5447900.0,4794361863.0,7.967722256,68.824
Asia,Kyrgyzstan,2011,471.0,5514600.0,6197765984.0,16.63632627,68.021
Asia,Kyrgyzstan,2012,524.0,5607200.0,6605142884.0,2.768442365,65.494
Asia,Kyrgyzstan,2013,446.0,5719600.0,7335033801.0,6.613752024,63.68
Asia,Kyrgyzstan,2014,461.0,5835500.0,7468102413.0,7.534247298,62.701
Asia,Kyrgyzstan,2015,417.0,5956900.0,6678177512.0,6.50331839,63.018
Asia,Kyrgyzstan,2016,419.0,6079500.0,6813095379.0,0.388838297,62.612
Asia,Kyrgyzstan,2017,390.0,6198200.0,7702938379.0,3.175309864,60.965
Asia,Kyrgyzstan,2018,380.0,6322800.0,8271106235.0,1.542661452,61.776
Asia,Kyrgyzstan,2019,377.0,6456200.0,9371275264.0,1.133622577,61.519
Europe,Latvia,1992,921.0,2614338.0,21559424265.00529,951.6961949,55.706
Europe,Latvia,1993,1099.0,2563290.0,21559424265.00529,108.9895406,50.034
Europe,Latvia,1994,1033.0,2520742.0,21559424265.00529,35.92470539,48.71
Europe,Latvia,1995,1024.0,2485056.0,5789128637.0,24.97593553,48.523
Europe,Latvia,1996,922.0,2457222.0,5975248851.0,17.61046984,47.39
Europe,Latvia,1997,886.0,2432851.0,6527926446.0,8.447383421,50.788
Europe,Latvia,1998,839.0,2410019.0,7166275468.0,4.644214227,50.543
Europe,Latvia,1999,764.0,2390482.0,7533788134.0,2.364818361,49.778
Europe,Latvia,2000,770.0,2367550.0,7958852839.0,2.654254778,48.197
Europe,Latvia,2001,708.0,2337170.0,8362398702.0,2.487040036,48.769
Europe,Latvia,2002,670.0,2310173.0,9557031605.0,1.938875739,49.961
Europe,Latvia,2003,604.0,2287955.0,11771975157.0,2.942647529,50.214
Europe,Latvia,2004,563.0,2263122.0,14435700533.0,6.192385472,50.678
Europe,Latvia,2005,564.0,2238799.0,17003459863.0,6.748450279,51.607
Europe,Latvia,2006,487.0,2218357.0,21570076499.0,6.536199088,54.945
Europe,Latvia,2007,453.0,2200325.0,31054350978.0,10.09297758,56.614
Europe,Latvia,2008,527.0,2177322.0,35854274229.0,15.40231911,56.786
Europe,Latvia,2009,516.0,2141669.0,26410909091.0,3.534106729,49.601
Europe,Latvia,2010,438.0,2097555.0,23956163077.0,-1.08463595,47.41
Europe,Latvia,2011,440.0,2059709.0,27474380566.0,4.370735599,49.034
Europe,Latvia,2012,444.0,2034319.0,28169902669.0,2.257789244,50.741
Europe,Latvia,2013,383.0,2012647.0,30204783462.0,-0.029454778,52.376
Europe,Latvia,2014,382.0,1993782.0,31386896487.0,0.620490637,52.839
Europe,Latvia,2015,387.0,1977527.0,27263090547.0,0.174242244,54.141
Europe,Latvia,2016,364.0,1959537.0,28083597512.0,0.140633335,54.596
Europe,Latvia,2017,353.0,1942248.0,30483806018.0,2.930363124,55.526
Europe,Latvia,2018,299.0,1927174.0,34429023435.0,2.534454242,56.887
Europe,Latvia,2019,288.0,1913822.0,34225547537.0,2.811409201,57.366
Europe,Latvia,2020,298.0,1900449.0,34390910339.0,0.219064905,56.675
Europe,Latvia,2021,253.0,1884490.0,39443126174.0,3.275829374,55.66
Asia,Lebanon,2019,29.0,5781907.0,51605959131.0,3.005389494,43.365
Asia,Lebanon,2020,28.0,5662923.0,31712128254.0,84.86433305,38.355
Asia,Lebanon,2021,26.0,5592631.0,23131941557.0,154.756096,39.643
Europe,Lithuania,1992,1294.0,3700114.0,34237620529.782654,1020.620565,64.676
Europe,Lithuania,1993,1572.0,3682613.0,34237620529.782654,410.4518586,55.807
Europe,Lithuania,1994,1703.0,3657144.0,34237620529.782654,72.25468162,55.204
Europe,Lithuania,1995,1694.0,3629102.0,7867140395.0,39.64762903,52.232
Europe,Lithuania,1996,1723.0,3601613.0,8382519637.0,24.62519539,52.34
Europe,Lithuania,1997,1632.0,3575137.0,10118631852.0,8.881048485,53.087
Europe,Lithuania,1998,1554.0,3549331.0,11239547691.0,5.067553858,52.637
Europe,Lithuania,1999,1552.0,3524238.0,10971583945.0,0.727550627,52.957
Europe,Lithuania,2000,1631.0,3499536.0,11524776867.0,0.981615479,50.455
Europe,Lithuania,2001,1535.0,3470818.0,12237388002.0,1.367120308,48.7
Europe,Lithuania,2002,1552.0,3443067.0,14259781159.0,0.28150661,50.291
Europe,Lithuania,2003,1455.0,3415213.0,18781721376.0,-1.13430855,52.061
Europe,Lithuania,2004,1381.0,3377075.0,22627507452.0,1.164102521,50.688
Europe,Lithuania,2005,1319.0,3322528.0,26097677572.0,2.658484841,51.216
Europe,Lithuania,2006,1049.0,3269909.0,30183575104.0,3.739120041,51.64
Europe,Lithuania,2007,1025.0,3231294.0,39697891352.0,5.737173828,52.746
Europe,Lithuania,2008,1111.0,3198231.0,47797551588.0,10.92588562,52.184
Europe,Lithuania,2009,1138.0,3162916.0,37388122046.0,4.453044565,48.362
Europe,Lithuania,2010,1018.0,3097282.0,37128694028.0,1.319213621,46.259
Europe,Lithuania,2011,1018.0,3028115.0,43535051482.0,4.130275626,48.416
Europe,Lithuania,2012,927.0,2987773.0,42927454291.0,3.089982771,49.909
Europe,Lithuania,2013,1085.0,2957689.0,46523420074.0,1.047479371,51.045
Europe,Lithuania,2014,930.0,2932367.0,48533659592.0,0.103758009,52.504
Europe,Lithuania,2015,896.0,2904910.0,41435533340.0,-0.884097406,53.653
Europe,Lithuania,2016,826.0,2868231.0,43047309306.0,0.905525075,55.515
Europe,Lithuania,2017,749.0,2828403.0,47758736932.0,3.722888623,56.334
Europe,Lithuania,2018,684.0,2801543.0,53751411409.0,2.697927792,57.729
Europe,Lithuania,2019,659.0,2794137.0,54808531641.0,2.33450938,58.023
Europe,Lithuania,2020,608.0,2794885.0,56964942999.0,1.19989445,57.007
Europe,Lithuania,2021,565.0,2800839.0,66798933786.0,4.683544209,57.404
Europe,Lithuania,2022,527.0,2831639.0,70974490450.0,19.70504615,58.416
Europe,Luxembourg,1991,77.0,387000.0,13834219728.0,3.118356599,51.083
Europe,Luxembourg,1992,59.0,392175.0,15518702635.0,3.15417376,52.473
Europe,Luxembourg,1993,64.0,397475.0,15925521222.0,3.588098185,51.511
Europe,Luxembourg,1994,74.0,402925.0,17701798891.0,2.194764687,50.856
Europe,Luxembourg,1995,63.0,408625.0,20853093870.0,1.86769425,49.317
Europe,Luxembourg,1996,72.0,414225.0,20895314658.0,1.183859688,49.283
Europe,Luxembourg,1997,81.0,419450.0,19563836265.0,1.367512612,49.895
Europe,Luxembourg,1998,64.0,424700.0,20150053345.0,0.95857011,49.933
Europe,Luxembourg,1999,70.0,430475.0,21899317599.0,1.025196765,51.109
Europe,Luxembourg,2000,62.0,436300.0,21230182989.0,3.15076707,52.155
Europe,Luxembourg,2001,73.0,441525.0,21387533703.0,2.663821106,52.836
Europe,Luxembourg,2002,85.0,446175.0,23649833332.0,2.074086136,53.325
Europe,Luxembourg,2003,48.0,451630.0,29667268248.0,2.049840306,52.177
Europe,Luxembourg,2004,62.0,458095.0,35064843793.0,2.225679164,52.19
Europe,Luxembourg,2005,49.0,465158.0,37672280120.0,2.487696652,53.065
Europe,Luxembourg,2006,65.0,472637.0,42910146296.0,2.666314946,53.075
Europe,Luxembourg,2007,78.0,479993.0,51587401416.0,2.312458618,53.587
Europe,Luxembourg,2008,43.0,488650.0,58844277702.0,3.40187963,53.176
Europe,Luxembourg,2009,48.0,497783.0,54467289898.0,0.368041998,55.182
Europe,Luxembourg,2010,54.0,506953.0,56213985987.0,2.273679116,55.184
Europe,Luxembourg,2011,55.0,518347.0,61696281326.0,3.410683411,54.768
Europe,Luxembourg,2012,51.0,530946.0,59776383527.0,2.662841655,55.73
Europe,Luxembourg,2013,40.0,543360.0,65203276467.0,1.734039635,55.916
Europe,Luxembourg,2014,67.0,556319.0,68804811898.0,0.628543985,56.565
Europe,Luxembourg,2015,64.0,569604.0,60071584216.0,0.474743161,55.979
Europe,Luxembourg,2016,43.0,582014.0,62216885436.0,0.290833333,55.205
Europe,Luxembourg,2017,53.0,596336.0,65712180343.0,1.730799591,56.036
Europe,Luxembourg,2018,50.0,607950.0,71000359760.0,1.528195243,56.533
Europe,Luxembourg,2019,68.0,620001.0,69890505324.0,1.743320757,57.26
Europe,Luxembourg,2020,60.0,630419.0,73699366700.0,0.819957302,56.684
Europe,Luxembourg,2021,35.0,640064.0,85584105994.0,2.526920091,58.669
Europe,Luxembourg,2022,51.0,653103.0,81641807866.0,6.336008078,58.779
Asia,Malaysia,2000,118.0,22945150.0,93789736842.0,1.534740237,59.469
Asia,Malaysia,2001,73.0,23542517.0,92783947368.0,1.416784732,59.093
Asia,Malaysia,2002,46.0,24142445.0,100846000000.0,1.807872463,59.016
Asia,Malaysia,2003,56.0,24739411.0,110202000000.0,1.089676326,58.812
Asia,Malaysia,2004,66.0,25333247.0,124749000000.0,1.421271159,58.727
Asia,Malaysia,2005,39.0,25923536.0,143534000000.0,2.975070927,58.623
Asia,Malaysia,2006,63.0,26509413.0,162692000000.0,3.609235642,58.663
Asia,Malaysia,2007,62.0,27092604.0,193550000000.0,2.027353178,58.667
Asia,Malaysia,2008,59.0,27664296.0,230812000000.0,5.440782211,58.134
Asia,Malaysia,2009,40.0,28217204.0,202257000000.0,0.583308406,58.213
Asia,Malaysia,2010,39.0,28717731.0,255018000000.0,1.622852356,58.365
Asia,Malaysia,2011,34.0,29184133.0,297952000000.0,3.174470922,59.757
Asia,Malaysia,2012,29.0,29660212.0,314443000000.0,1.663571025,60.756
Asia,Malaysia,2013,22.0,30134807.0,323276000000.0,2.105012312,62.185
Asia,Malaysia,2014,21.0,30606459.0,338066000000.0,3.142990509,62.65
Asia,Malaysia,2015,31.0,31068833.0,301355000000.0,2.104389802,62.712
Asia,Malaysia,2016,20.0,31526418.0,301256000000.0,2.090566595,62.384
Asia,Malaysia,2017,22.0,31975806.0,319109000000.0,3.871201158,62.517
Asia,Malaysia,2018,30.0,32399271.0,358789000000.0,0.884709161,62.978
Asia,Malaysia,2019,12.0,32804020.0,365178000000.0,0.662891866,63.458
Asia,Malaysia,2020,24.0,33199993.0,337456000000.0,-1.138702154,62.314
Asia,Maldives,2000,0.0,282507.0,624337145.3,-1.174756812,53.72
Asia,Maldives,2001,3.0,287324.0,870031676.8,0.67257737,52.836
Asia,Maldives,2002,3.0,292284.0,897031250.0,4.178672399,51.959
Asia,Maldives,2003,4.0,297226.0,1052121056.0,-1.260651135,51.091
Asia,Maldives,2004,1.0,302135.0,1226829565.0,-1.685412125,50.229
Asia,Maldives,2005,1.0,307018.0,1163362434.0,1.300275009,49.361
Asia,Maldives,2007,5.0,325126.0,1868383460.0,6.794773539,47.667
Asia,Maldives,2008,0.0,336883.0,2271646188.0,12.04145835,46.844
Asia,Maldives,2010,1.0,361575.0,2588176058.0,6.149885368,47.277
Asia,Maldives,2011,2.0,374440.0,2774350238.0,11.27341461,48.561
Asia,Maldives,2012,1.0,387539.0,2886163996.0,10.88469566,49.861
Asia,Maldives,2013,5.0,400728.0,3295009237.0,3.805630009,51.169
Asia,Maldives,2014,1.0,416738.0,3697353037.0,2.120001757,52.489
Asia,Maldives,2015,1.0,435582.0,4129505320.0,0.953206659,53.821
Asia,Maldives,2016,5.0,454252.0,4409942623.0,0.502509414,55.162
Asia,Maldives,2017,0.0,472442.0,4816426260.0,2.817473382,57.028
Asia,Maldives,2018,2.0,489758.0,5404344159.0,-0.133373386,58.886
Asia,Maldives,2019,4.0,504508.0,5726094798.0,0.220029731,60.728
Europe,Malta,1991,10.0,363845.0,2750041434.0,2.542192848,46.454
Europe,Malta,1992,18.0,367618.0,3021910217.0,1.633212099,46.551
Europe,Malta,1993,16.0,371308.0,2709178327.0,4.144819542,46.603
Europe,Malta,1994,15.0,374797.0,2998570147.0,4.129921816,46.546
Europe,Malta,1995,17.0,377419.0,3461332685.0,4.426645503,46.537
Europe,Malta,1996,10.0,379905.0,3585755121.0,2.054,46.762
Europe,Malta,1997,15.0,382791.0,3722389056.0,3.11207792,46.832
Europe,Malta,1998,12.0,385287.0,3958227428.0,2.385251354,46.765
Europe,Malta,1999,27.0,387578.0,4155187258.0,2.134768888,46.705
Europe,Malta,2000,23.0,390087.0,4069515557.0,2.369592875,46.101
Europe,Malta,2001,30.0,393028.0,4088368962.0,2.929492443,46.149
Europe,Malta,2002,19.0,395969.0,4470446352.0,2.188490481,46.09
Europe,Malta,2003,20.0,398582.0,5448415540.0,1.303837774,45.547
Europe,Malta,2004,24.0,401268.0,6098092512.0,2.790828481,44.317
Europe,Malta,2005,19.0,403834.0,6416184236.0,3.007966525,44.857
Europe,Malta,2006,26.0,405308.0,6778324087.0,2.773780065,44.999
Europe,Malta,2007,26.0,406724.0,7925371459.0,1.249219238,45.784
Europe,Malta,2008,14.0,409379.0,9090406750.0,4.258621719,46.033
Europe,Malta,2009,36.0,412477.0,8696366869.0,2.084327461,45.658
Europe,Malta,2010,31.0,414508.0,9035824366.0,1.515635136,46.317
Europe,Malta,2011,20.0,416268.0,9638728635.0,2.962985282,47.35
Europe,Malta,2012,25.0,420028.0,9461776292.0,2.375820578,48.742
Europe,Malta,2013,22.0,425967.0,10551030597.0,1.180284364,50.388
Europe,Malta,2014,32.0,434558.0,11625848975.0,0.310306472,51.745
Europe,Malta,2015,34.0,445053.0,11091483660.0,1.100548264,52.428
Europe,Malta,2016,24.0,455356.0,11668015566.0,0.642702772,53.913
Europe,Malta,2017,25.0,467999.0,13484541926.0,1.364354482,55.438
Europe,Malta,2018,22.0,484630.0,15404393365.0,1.157823625,57.501
Europe,Malta,2019,21.0,504062.0,15992378640.0,1.642060018,58.565
Europe,Malta,2020,22.0,515332.0,15252609039.0,0.638544957,58.959
Africa,Mauritius,1991,137.0,1070266.0,2856889220.0,7.001013775,54.004
Africa,Mauritius,1992,146.0,1084441.0,3224265890.0,4.643519299,53.984
Africa,Mauritius,1993,138.0,1097374.0,3263363787.0,10.51783845,53.889
Africa,Mauritius,1994,129.0,1112846.0,3558143578.0,7.323471544,53.824
Africa,Mauritius,1995,147.0,1122457.0,4040341983.0,6.029331885,53.676
Africa,Mauritius,1996,153.0,1133996.0,4421952041.0,6.550973361,53.559
Africa,Mauritius,1997,122.0,1148284.0,4187375954.0,6.83334335,53.47
Africa,Mauritius,1998,155.0,1160421.0,4169672975.0,6.810793238,53.373
Africa,Mauritius,1999,174.0,1175267.0,4343708953.0,6.909146249,53.139
Africa,Mauritius,2000,137.0,1186873.0,4663321081.0,4.199288256,53.026
Africa,Mauritius,2001,113.0,1196287.0,4613637275.0,5.389344262,51.799
Africa,Mauritius,2002,131.0,1204621.0,4841310240.0,6.419333722,52.965
Africa,Mauritius,2003,88.0,1213370.0,5816559039.0,3.921053576,54.978
Africa,Mauritius,2004,97.0,1221003.0,6578840419.0,4.710370601,53.415
Africa,Mauritius,2005,102.0,1228254.0,6488743193.0,4.93717005,53.101
Africa,Mauritius,2006,118.0,1233996.0,7028810681.0,8.913501057,53.153
Africa,Mauritius,2007,127.0,1239630.0,8150150209.0,8.827292724,52.719
Africa,Mauritius,2008,84.0,1244121.0,9990356674.0,9.732283171,53.549
Africa,Mauritius,2009,115.0,1247429.0,9128843109.0,2.516091281,53.599
Africa,Mauritius,2010,98.0,1250400.0,10003670690.0,2.932363014,54.076
Africa,Mauritius,2011,118.0,1252404.0,11518413430.0,6.522492549,53.434
Africa,Mauritius,2012,115.0,1255882.0,11668696397.0,3.852160333,53.674
Africa,Mauritius,2013,98.0,1258927.0,12292974141.0,3.543295739,54.716
Africa,Mauritius,2014,120.0,1261208.0,13074129952.0,3.21769192,54.871
Africa,Mauritius,2015,104.0,1262879.0,12007291046.0,1.286549708,55.244
Africa,Mauritius,2016,98.0,1263747.0,12594155464.0,0.977675135,54.933
Africa,Mauritius,2017,106.0,1264887.0,13713506131.0,3.666997027,55.172
Africa,Mauritius,2018,107.0,1265577.0,14735695931.0,3.216053831,54.787
Africa,Mauritius,2019,122.0,1265985.0,14436346980.0,0.40565519,55.28
Africa,Mauritius,2020,135.0,1266014.0,11408106446.0,2.580800772,50.353
Africa,Mauritius,2021,132.0,1266334.0,11484357948.0,4.028528882,48.232
Africa,Mauritius,2022,108.0,1262523.0,12948726654.0,10.77375122,51.692
Central and South America,Mexico,1991,2114.0,83351595.0,313140000000.0,22.66235946,56.435
Central and South America,Mexico,1992,2246.0,84993164.0,363158000000.0,15.50789625,56.868
Central and South America,Mexico,1993,2358.0,86648447.0,530161000000.0,9.751460454,57.342
Central and South America,Mexico,1994,2603.0,88314424.0,553618000000.0,6.965812372,56.736
Central and South America,Mexico,1995,2892.0,89969572.0,380157000000.0,34.99927129,55.221
Central and South America,Mexico,1996,3018.0,91586555.0,432158000000.0,34.37838322,56.253
Central and South America,Mexico,1997,3369.0,93183094.0,523450000000.0,20.62562873,58.253
Central and South America,Mexico,1998,3342.0,94767284.0,557461000000.0,15.92839501,58.276
Central and South America,Mexico,1999,3340.0,96334810.0,631249000000.0,16.58561697,58.214
Central and South America,Mexico,2000,3475.0,97873442.0,742061000000.0,9.491561494,58.066
Central and South America,Mexico,2001,3784.0,99394288.0,796065000000.0,6.367738062,57.469
Central and South America,Mexico,2002,3846.0,100917081.0,810666000000.0,5.030727332,56.787
Central and South America,Mexico,2003,4089.0,102429341.0,765550000000.0,4.546900121,56.87
Central and South America,Mexico,2004,4096.0,103945813.0,819459000000.0,4.688408848,57.136
Central and South America,Mexico,2005,4307.0,105442402.0,917572000000.0,3.988057146,58.089
Central and South America,Mexico,2006,4267.0,106886790.0,1020270000000.0,3.629467624,58.813
Central and South America,Mexico,2007,4310.0,108302973.0,1102360000000.0,3.966849055,58.819
Central and South America,Mexico,2008,4668.0,109684489.0,1161550000000.0,5.124982746,58.395
Central and South America,Mexico,2009,5059.0,111049428.0,943437000000.0,5.297355842,57.401
Central and South America,Mexico,2010,4899.0,112532401.0,1105420000000.0,4.156727227,57.269
Central and South America,Mexico,2011,5604.0,114150481.0,1229010000000.0,3.407378246,57.434
Central and South America,Mexico,2012,5411.0,115755909.0,1255110000000.0,4.111509811,58.252
Central and South America,Mexico,2013,5754.0,117290686.0,1327440000000.0,3.806390697,58.054
Central and South America,Mexico,2014,6215.0,118755887.0,1364510000000.0,4.018616081,57.587
Central and South America,Mexico,2015,6285.0,120149897.0,1213290000000.0,2.72064065,58.006
Central and South America,Mexico,2016,6291.0,121519221.0,1112230000000.0,2.821707847,58.163
Central and South America,Mexico,2017,6494.0,122839258.0,1190720000000.0,6.04145724,58.207
Central and South America,Mexico,2018,6710.0,124013861.0,1256300000000.0,4.899350154,58.506
Central and South America,Mexico,2019,7136.0,125085311.0,1305210000000.0,3.635961421,59.038
Central and South America,Mexico,2020,7818.0,125998302.0,1120740000000.0,3.396834156,53.977
Central and South America,Mexico,2021,8335.0,126705138.0,1312560000000.0,5.689208477,57.486
Asia,Mongolia,2016,450.0,3029555.0,11181350649.0,0.733272227,54.478
Asia,Mongolia,2017,450.0,3096030.0,11480847741.0,4.301431053,55.772
Asia,Mongolia,2018,445.0,3163991.0,13178094720.0,6.824247901,56.271
Asia,Mongolia,2019,447.0,3232430.0,14206359018.0,7.301069536,59.339
Asia,Mongolia,2020,451.0,3294335.0,13312981429.0,3.796040261,56.868
Asia,Mongolia,2021,483.0,3347782.0,15286441738.0,7.352812434,54.123
Europe,Montenegro,2005,118.0,614261.0,2257174481.0,3.4,34.253
Europe,Montenegro,2007,121.0,615875.0,3680711744.0,4.347122157,39.369
Europe,Montenegro,2008,126.0,616969.0,4545674528.0,8.758727696,40.373
Europe,Montenegro,2009,107.0,618294.0,4159330370.0,3.466723732,39.512
Europe,Montenegro,2017,61.0,622373.0,4856599481.0,2.380235991,45.879
Europe,Montenegro,2019,35.0,622028.0,5542054181.0,0.361563705,48.732
Europe,Netherlands,1991,1611.0,15069798.0,327500000000.0,3.158200415,53.472
Europe,Netherlands,1992,1587.0,15184166.0,362963000000.0,3.183581818,54.794
Europe,Netherlands,1993,1555.0,15290368.0,353550000000.0,2.584184487,54.483
Europe,Netherlands,1994,1584.0,15382838.0,379130000000.0,2.801524633,54.673
Europe,Netherlands,1995,1511.0,15459006.0,452302000000.0,1.923220035,54.961
Europe,Netherlands,1996,1577.0,15530498.0,450490000000.0,1.949367132,55.877
Europe,Netherlands,1997,1572.0,15610650.0,416813000000.0,2.109245627,57.582
Europe,Netherlands,1998,1519.0,15707209.0,438008000000.0,1.959136323,58.982
Europe,Netherlands,1999,1519.0,15812088.0,447050000000.0,2.157179181,60.218
Europe,Netherlands,2000,1501.0,15925513.0,417479000000.0,2.360522338,61.796
Europe,Netherlands,2001,1474.0,16046180.0,431587000000.0,4.155841272,62.819
Europe,Netherlands,2002,1570.0,16148929.0,473862000000.0,3.287531047,63.226
Europe,Netherlands,2003,1502.0,16225302.0,580070000000.0,2.09199839,62.425
Europe,Netherlands,2004,1514.0,16281779.0,658380000000.0,1.263647392,61.882
Europe,Netherlands,2005,1574.0,16319868.0,685348000000.0,1.688130179,59.707
Europe,Netherlands,2006,1525.0,16346101.0,733955000000.0,1.101501065,60.401
Europe,Netherlands,2007,1354.0,16381696.0,848559000000.0,1.613858598,61.862
Europe,Netherlands,2008,1439.0,16445593.0,951870000000.0,2.486501983,62.926
Europe,Netherlands,2009,1530.0,16530388.0,871519000000.0,1.18977687,62.593
Europe,Netherlands,2010,1604.0,16615394.0,847381000000.0,1.275305696,61.604
Europe,Netherlands,2011,1650.0,16693074.0,905271000000.0,2.341070178,61.326
Europe,Netherlands,2012,1756.0,16754962.0,838923000000.0,2.455547653,61.217
Europe,Netherlands,2013,1856.0,16804432.0,877173000000.0,2.506898527,60.248
Europe,Netherlands,2014,1839.0,16865008.0,892168000000.0,0.97603508,59.612
Europe,Netherlands,2015,1873.0,16939923.0,765573000000.0,0.600248147,59.957
Europe,Netherlands,2016,1895.0,17030314.0,784060000000.0,0.316666667,60.238
Europe,Netherlands,2017,1917.0,17131296.0,833870000000.0,1.381458714,60.912
Europe,Netherlands,2018,1830.0,17231624.0,914043000000.0,1.703497947,61.808
Europe,Netherlands,2019,1811.0,17344874.0,910194000000.0,2.633699102,62.59
Europe,Netherlands,2020,1824.0,17441500.0,909793000000.0,1.272460378,62.084
Europe,Netherlands,2021,1865.0,17533044.0,1029680000000.0,2.675720088,62.201
Europe,Netherlands,2022,1918.0,17700982.0,1009400000000.0,10.00120788,63.118
Oceania,New Zealand,1991,474.0,3495100.0,42745329732.0,2.60239286,57.049
Oceania,New Zealand,1992,493.0,3531700.0,41649829860.0,1.014560272,56.599
Oceania,New Zealand,1993,443.0,3572200.0,46775620817.0,1.288207766,57.088
Oceania,New Zealand,1994,512.0,3620000.0,55314732279.0,1.745377908,58.757
Oceania,New Zealand,1995,545.0,3673400.0,63918703507.0,3.754944137,60.567
Oceania,New Zealand,1996,540.0,3732000.0,70140835299.0,2.285713054,61.474
Oceania,New Zealand,1997,562.0,3781300.0,66075143415.0,1.187148331,60.96
Oceania,New Zealand,1998,574.0,3815000.0,56227169851.0,1.265244099,60.019
Oceania,New Zealand,1999,516.0,3835100.0,58762260626.0,-0.11426713,60.549
Oceania,New Zealand,2000,458.0,3857700.0,52623281957.0,2.615234462,61.241
Oceania,New Zealand,2001,508.0,3880500.0,53872425917.0,2.625816304,62.218
Oceania,New Zealand,2002,467.0,3948500.0,66627729311.0,2.677092577,62.998
Oceania,New Zealand,2003,519.0,4027200.0,88250885550.0,1.753574448,63.151
Oceania,New Zealand,2004,495.0,4087500.0,103905000000.0,2.290249028,64.227
Oceania,New Zealand,2005,514.0,4133900.0,114720000000.0,3.037023326,65.092
Oceania,New Zealand,2006,527.0,4184600.0,111539000000.0,3.365401962,65.558
Oceania,New Zealand,2007,494.0,4223800.0,137189000000.0,2.376143103,65.925
Oceania,New Zealand,2008,520.0,4259800.0,133131000000.0,3.958949373,65.548
Oceania,New Zealand,2009,512.0,4302600.0,121374000000.0,2.115651106,63.998
Oceania,New Zealand,2010,536.0,4350700.0,146518000000.0,2.30202386,63.511
Oceania,New Zealand,2011,493.0,4384000.0,168291000000.0,4.027906674,63.895
Oceania,New Zealand,2012,549.0,4408100.0,176207000000.0,1.059913184,63.316
Oceania,New Zealand,2013,513.0,4442100.0,190907000000.0,1.134422664,63.822
Oceania,New Zealand,2014,509.0,4516500.0,201313000000.0,1.227507506,64.96
Oceania,New Zealand,2015,530.0,4609400.0,178064000000.0,0.292704628,65.052
Oceania,New Zealand,2016,561.0,4714100.0,188838000000.0,0.646240284,66.357
Central and South America,Nicaragua,2005,391.0,5454678.0,6321324279.0,9.599099861,58.595
Central and South America,Nicaragua,2006,319.0,5529811.0,6763418646.0,9.140199668,58.958
Central and South America,Nicaragua,2007,352.0,5607453.0,7423365339.0,11.12693474,59.546
Central and South America,Nicaragua,2008,384.0,5687744.0,8496948363.0,19.82620313,59.046
Central and South America,Nicaragua,2009,366.0,5770639.0,8298736418.0,3.687001605,58.125
Central and South America,Nicaragua,2010,351.0,5855734.0,8758619001.0,5.455134259,58.646
Central and South America,Nicaragua,2011,369.0,5942553.0,9774319977.0,8.082387981,59.735
Central and South America,Nicaragua,2012,316.0,6030607.0,10531980241.0,7.193550533,60.952
Central and South America,Nicaragua,2013,351.0,6119379.0,10982995267.0,7.135467853,61.224
Central and South America,Nicaragua,2014,311.0,6208676.0,11880434071.0,6.035968618,62.033
Central and South America,Nicaragua,2015,315.0,6298598.0,12756685522.0,3.997379967,62.052
Central and South America,Nicaragua,2016,327.0,6389235.0,13286101285.0,3.523173176,62.702
Central and South America,Nicaragua,2017,337.0,6480532.0,13785924374.0,3.850671663,63.226
Central and South America,Nicaragua,2018,348.0,6572233.0,13025234959.0,4.94723728,61.797
Central and South America,Nicaragua,2019,344.0,6663924.0,12699028991.0,5.376289908,61.408
Central and South America,Nicaragua,2020,371.0,6755895.0,12678162404.0,3.681813416,60.295
Central and South America,Nicaragua,2021,423.0,6850540.0,14145880399.0,4.928413969,60.384
Europe,North Macedonia,1993,150.0,1996893.0,2682456897.0,338.7,40.694
Europe,North Macedonia,1994,128.0,1982458.0,3559608640.0,126.5833683,39.089
Europe,North Macedonia,1995,131.0,1983964.0,4707041315.0,16.37358897,35.675
Europe,North Macedonia,1996,146.0,1994226.0,4642021256.0,2.466600086,33.629
Europe,North Macedonia,1997,155.0,1996869.0,3912986091.0,1.294364872,34.368
